date,low,high,open,close,volume
2018-01-01 04:00:00,730.38,758.0,751.39,746.89,20021.56185984
2018-01-01 08:00:00,738.0,754.81,745.9,750.0,8187.088442939999
2018-01-01 12:00:00,732.0,750.51,747.37,742.5,14482.299012849999
2018-01-01 16:00:00,738.86,764.95,749.87,744.99,23645.972760009998
2018-01-01 20:00:00,752.44,850.0,759.03,761.68,88506.50196864
2018-01-02 00:00:00,786.99,878.5,826.9,844.37,181264.02632742998
2018-01-02 04:00:00,832.02,853.98,849.74,842.0,34292.56517166
2018-01-02 08:00:00,832.02,867.0,852.68,843.51,28508.412991179997
2018-01-02 12:00:00,846.32,874.9,866.01,867.0,46696.66729871
2018-01-02 16:00:00,820.4,873.0,853.01,869.93,81181.38933905
2018-01-02 20:00:00,849.64,887.8,865.0,866.8,60035.03934871
2018-01-03 00:00:00,853.31,886.95,863.31,872.4,51250.23611752
2018-01-03 04:00:00,861.26,883.0,882.86,876.97,28269.087194480002
2018-01-03 08:00:00,850.11,875.8,872.8,862.34,30483.17009692
2018-01-03 12:00:00,860.86,885.23,880.66,873.99,41093.20247511
2018-01-03 16:00:00,875.99,933.0,920.0,881.33,118759.07170649
2018-01-03 20:00:00,916.0,949.98,938.16,927.07,83361.5525107
2018-01-04 00:00:00,920.1,939.93,925.2,925.96,56385.04188563
2018-01-04 04:00:00,906.01,946.0,937.97,936.01,52057.041084209995
2018-01-04 08:00:00,906.01,979.0,947.0,925.91,46797.61549215
2018-01-04 12:00:00,941.16,994.89,993.2,979.0,97886.28782995998
2018-01-04 16:00:00,912.88,987.76,953.01,982.27,97880.26929512
2018-01-04 20:00:00,934.0,975.72,949.0,956.38,48032.85011571
2018-01-05 00:00:00,956.98,996.9,988.45,972.23,66080.50148497
2018-01-05 04:00:00,975.2,1015.0,1000.0,994.0,68957.53144915
2018-01-05 08:00:00,974.26,1007.2,995.78,988.87,43484.17037959
2018-01-05 12:00:00,935.0,991.5,976.15,976.63,55560.6293125
2018-01-05 16:00:00,935.0,983.55,968.39,943.12,69389.77429826
2018-01-05 20:00:00,946.79,979.0,969.27,962.48,43805.994088659994
2018-01-06 00:00:00,961.23,993.0,967.98,970.5,35943.379011259996
2018-01-06 04:00:00,979.08,995.0,992.0,979.13,19729.72781698
2018-01-06 08:00:00,984.55,997.17,996.42,995.0,13424.987153229999
2018-01-06 12:00:00,988.19,1007.0,1003.52,990.43,31960.06944694
2018-01-06 16:00:00,990.23,1008.0,1003.0,1001.54,27408.50553111
2018-01-06 20:00:00,1000.01,1012.14,1006.68,1006.99,25179.506209450003
2018-01-07 00:00:00,1006.25,1075.0,1045.0,1012.14,58919.27249121
2018-01-07 04:00:00,1039.72,1079.63,1069.99,1075.0,38628.57926044
2018-01-07 08:00:00,1053.73,1086.26,1073.57,1077.31,19260.33924929
2018-01-07 12:00:00,1053.73,1098.5,1088.98,1062.99,35648.08142783
2018-01-07 16:00:00,1064.08,1098.87,1094.59,1088.84,36773.59212026
2018-01-07 20:00:00,1076.41,1179.99,1118.3,1093.0,72203.03687878
2018-01-08 00:00:00,1141.01,1228.99,1191.94,1157.15,98589.38245830999
2018-01-08 04:00:00,1104.1,1228.99,1186.67,1192.8,64347.85643033
2018-01-08 08:00:00,1056.35,1159.42,1143.51,1130.01,46175.35577723
2018-01-08 12:00:00,950.0,1148.0,1074.99,1079.0,125814.78015193001
2018-01-08 16:00:00,1076.0,1173.77,1149.8,1101.01,72247.82703766
2018-01-08 20:00:00,1110.0,1174.39,1137.01,1158.8,49175.339346479996
2018-01-09 00:00:00,1151.49,1213.0,1199.16,1169.89,56005.74081922
2018-01-09 04:00:00,1167.04,1244.98,1209.51,1189.0,38357.684140230005
2018-01-09 08:00:00,1115.3,1242.0,1215.02,1219.0,50172.58687926
2018-01-09 12:00:00,1115.3,1215.59,1196.99,1132.9,69596.66243566001
2018-01-09 16:00:00,1191.8,1247.99,1210.0,1206.58,58018.07093527
2018-01-09 20:00:00,1227.0,1297.58,1290.01,1246.99,94746.79628339
2018-01-10 00:00:00,1265.0,1386.99,1342.19,1265.11,117707.65562273
2018-01-10 04:00:00,1262.0,1383.0,1323.09,1356.69,85044.80626313001
2018-01-10 08:00:00,1265.3,1361.99,1342.54,1287.08,45937.834128409995
