date,low,high,open,close,volume
2018-01-01 01:00:00,730.01,735.1,734.59,730.02,2576.26903199
2018-01-01 02:00:00,727.14,730.5,730.02,730.01,4061.64079531
2018-01-01 03:00:00,728.66,739.7,730.01,739.7,4716.97312461
2018-01-01 04:00:00,733.02,748.07,739.7,747.9,4522.9536864
2018-01-01 05:00:00,739.99,747.91,747.9,746.89,3641.93799539
2018-01-01 06:00:00,741.04,758.0,746.9,757.86,4960.19106891
2018-01-01 07:00:00,750.21,758.0,757.86,751.39,4008.03080717
2018-01-01 08:00:00,730.38,754.0,751.39,742.99,5873.0882923
2018-01-01 09:00:00,740.72,750.0,742.96,750.0,1538.31369607
2018-01-01 10:00:00,738.62,754.79,750.0,754.4,2069.36653581
2018-01-01 11:00:00,739.66,754.81,754.4,745.91,1440.74496253
2018-01-01 12:00:00,743.45,751.43,745.9,750.5,1374.85433135
2018-01-01 13:00:00,738.0,750.51,750.51,742.5,1763.80891718
2018-01-01 14:00:00,732.0,744.5,742.5,744.49,3527.53250635
2018-01-01 15:00:00,738.01,749.0,744.49,747.36,2665.78304478
2018-01-01 16:00:00,738.56,748.0,747.37,742.23,3251.5439838
2018-01-01 17:00:00,741.25,745.01,742.24,744.99,3273.63056074
2018-01-01 18:00:00,738.89,745.0,745.0,741.32,4029.41840034
2018-01-01 19:00:00,738.86,749.91,741.31,749.91,3644.94818052
2018-01-01 20:00:00,747.04,755.0,749.87,755.0,4943.24241179
2018-01-01 21:00:00,754.99,764.95,755.0,761.68,7754.73320662
2018-01-01 22:00:00,752.44,764.97,761.69,754.42,4862.20792969
2018-01-01 23:00:00,753.04,759.03,754.39,759.03,3153.03316041
2018-01-02 00:00:00,759.02,787.0,759.03,787.0,17772.83236025
2018-01-02 01:00:00,786.99,850.0,787.0,844.37,54963.69531167
2018-01-02 02:00:00,826.0,878.5,844.37,856.82,67348.02460455
2018-01-02 03:00:00,822.51,856.83,856.82,826.5,28890.51624077
2018-01-02 04:00:00,822.5,845.83,826.9,832.96,15201.5139263
2018-01-02 05:00:00,832.97,852.92,832.97,842.0,14860.27624414
2018-01-02 06:00:00,838.43,853.98,841.99,847.76,6979.36669326
2018-01-02 07:00:00,844.55,850.24,847.98,849.75,3637.6587333
2018-01-02 08:00:00,837.94,852.24,849.74,842.18,4353.08180678
2018-01-02 09:00:00,832.02,843.51,842.18,843.51,4462.18169418
2018-01-02 10:00:00,842.88,853.98,843.51,853.98,4092.25709534
2018-01-02 11:00:00,845.47,858.88,853.98,852.69,6146.83954733
2018-01-02 12:00:00,845.0,855.0,852.68,849.0,3463.8489505
2018-01-02 13:00:00,846.32,867.0,848.93,867.0,10343.28570383
2018-01-02 14:00:00,861.38,870.0,867.0,866.41,7446.24343017
2018-01-02 15:00:00,862.26,873.0,866.42,866.01,9995.05442566
2018-01-02 16:00:00,865.08,874.9,866.01,865.95,11036.14694621
2018-01-02 17:00:00,865.93,870.0,865.94,869.93,7875.93679284
2018-01-02 18:00:00,844.36,873.0,869.93,856.08,20913.3992566
2018-01-02 19:00:00,820.4,856.08,856.08,853.75,34178.02532313
2018-01-02 20:00:00,845.0,863.85,853.01,862.8,9752.07892866
2018-01-02 21:00:00,856.36,869.89,862.79,866.8,8461.94903782
2018-01-02 22:00:00,849.64,868.5,866.79,860.0,8636.91561049
2018-01-02 23:00:00,859.99,871.99,859.99,865.0,9488.1412958
2018-01-03 00:00:00,864.99,887.8,865.0,881.88,19231.97754734
2018-01-03 01:00:00,866.0,886.95,881.88,872.4,14216.05585726
2018-01-03 02:00:00,861.01,872.48,872.39,864.0,10964.97217909
2018-01-03 03:00:00,860.9,870.4,864.0,863.31,7179.30641969
2018-01-03 04:00:00,853.31,868.3,863.31,867.81,11934.66705828
2018-01-03 05:00:00,867.8,876.97,867.81,876.97,6955.2346032
2018-01-03 06:00:00,874.26,880.07,876.97,879.99,5478.26734375
2018-01-03 07:00:00,878.0,883.0,879.99,882.86,4233.8971651
2018-01-03 08:00:00,875.0,882.86,882.86,875.19,4013.47891362
2018-01-03 09:00:00,861.26,875.8,875.19,862.34,7588.20916881
2018-01-03 10:00:00,850.11,863.0,862.33,862.71,6652.46799933
2018-01-03 11:00:00,862.7,873.0,862.71,872.8,3788.36295254
2018-01-03 12:00:00,856.3,873.1,872.8,861.75,6500.17459473
2018-01-03 13:00:00,860.86,874.85,861.75,873.99,5953.95538151
2018-01-03 14:00:00,873.96,883.0,873.96,876.58,7756.89679755
2018-01-03 15:00:00,874.5,885.23,876.59,880.66,10923.19390119
2018-01-03 16:00:00,870.33,883.83,880.66,876.0,9704.38503813
2018-01-03 17:00:00,875.99,882.43,876.0,881.33,6754.77135673
2018-01-03 18:00:00,880.5,923.99,880.72,919.62,39208.295842
2018-01-03 19:00:00,903.87,932.98,920.0,920.0,41258.11852908
2018-01-03 20:00:00,906.9,926.88,920.0,918.22,16755.15490682
2018-01-03 21:00:00,916.0,933.0,918.22,927.07,14782.73107186
2018-01-03 22:00:00,925.0,947.0,927.07,943.39,24650.84029827
2018-01-03 23:00:00,932.0,949.98,943.4,938.31,20001.72757077
2018-01-04 00:00:00,925.6,940.0,938.16,938.4,11535.95358216
2018-01-04 01:00:00,925.95,939.93,938.41,925.96,12390.29998764
