date,low,high,open,close,volume
2018-01-01 04:00:00,13400.0,13889.0,13601.29,13508.01,1943.10937873
2018-01-01 08:00:00,13054.43,13650.0,13280.0,13596.95,1497.47144105
2018-01-01 12:00:00,12952.5,13399.0,13250.37,13115.95,2781.31348109
2018-01-01 16:00:00,13093.09,13772.59,13345.47,13138.11,2790.25690614
2018-01-01 20:00:00,13432.0,13999.0,13480.0,13565.0,4007.52409995
2018-01-02 00:00:00,13005.0,13889.42,13372.96,13632.94,5720.536935509999
2018-01-02 04:00:00,13150.0,13625.17,13423.34,13194.02,2101.30331697
2018-01-02 08:00:00,13478.23,13988.0,13640.01,13600.1,2514.5074750599997
2018-01-02 12:00:00,13632.0,13991.97,13741.01,13969.57,3951.19664605
2018-01-02 16:00:00,13680.0,15275.0,14790.01,13895.0,11767.1284496
2018-01-02 20:00:00,14700.0,15049.0,14781.52,14761.01,4119.31737283
2018-01-03 00:00:00,14816.0,15198.88,14907.5,14888.9,4228.62525682
2018-01-03 04:00:00,14860.62,15400.0,15308.0,15098.88,3229.7085636700003
2018-01-03 08:00:00,14628.0,15180.01,14903.14,14880.01,2675.4006175699997
2018-01-03 12:00:00,14650.0,15250.0,15085.01,14971.9,3486.8934535999997
2018-01-03 16:00:00,14775.0,15120.2,14789.0,14955.0,4647.66301045
2018-01-03 20:00:00,14863.0,15370.0,15098.23,15067.99,4407.45601856
2018-01-04 00:00:00,14863.69,15400.0,15150.02,15369.73,5010.82910878
2018-01-04 04:00:00,14230.0,15142.0,14920.01,14971.23,4602.0823066699995
2018-01-04 08:00:00,14230.0,14698.88,14603.19,14577.88,3304.75984634
2018-01-04 12:00:00,14471.13,14750.0,14620.01,14619.99,3960.94844216
2018-01-04 16:00:00,14608.0,15075.0,14997.99,14717.01,4169.400968399999
2018-01-04 20:00:00,14860.97,15176.86,15145.0,14940.04,3117.5296302100005
2018-01-05 00:00:00,14819.78,15171.0,14959.0,15073.0,2720.99642313
2018-01-05 04:00:00,14842.47,15940.0,14953.99,15038.0,5112.25643222
2018-01-05 08:00:00,15369.0,16097.0,16000.01,15812.79,5525.90330697
2018-01-05 12:00:00,15848.12,16586.0,16048.99,16053.76,5165.49395686
2018-01-05 16:00:00,16213.81,16899.5,16441.18,16379.67,6675.636703099999
2018-01-05 20:00:00,16556.25,17178.0,16960.01,16727.02,6545.830579630001
2018-01-06 00:00:00,16410.75,16999.0,16570.86,16944.0,3504.89078159
2018-01-06 04:00:00,16328.03,16682.0,16510.0,16594.08,1820.5349798900002
2018-01-06 08:00:00,16251.01,16684.0,16501.0,16362.79,2010.95581588
2018-01-06 12:00:00,16251.01,16893.18,16597.99,16276.0,2700.64122779
2018-01-06 16:00:00,16682.47,16984.8,16731.0,16892.0,2501.5223429200005
2018-01-06 20:00:00,16712.2,17174.0,17099.0,16841.44,3843.92647246
2018-01-07 00:00:00,16554.99,17039.0,16743.19,16997.17,2347.8324151799998
2018-01-07 04:00:00,16355.0,16850.0,16744.0,16610.02,2119.42457479
2018-01-07 08:00:00,16401.0,16775.01,16626.97,16626.96,935.2188632
2018-01-07 12:00:00,15755.01,16600.0,16502.01,16460.01,3812.5704088499997
2018-01-07 16:00:00,15755.01,16305.0,16122.99,15924.01,4138.36727275
2018-01-07 20:00:00,15760.0,16460.0,16174.22,16220.2,3331.5633396499998
2018-01-08 00:00:00,15511.0,16100.0,15646.3,15934.46,4400.2976714100005
2018-01-08 04:00:00,15211.0,15940.02,15900.04,15862.9,2399.44163565
2018-01-08 08:00:00,14652.26,15552.76,15515.0,15217.99,3728.24092707
2018-01-08 12:00:00,14000.0,15500.0,14621.56,14870.0,9383.367213099998
2018-01-08 16:00:00,14602.01,15165.0,15120.0,14870.02,5161.76978772
2018-01-08 20:00:00,14615.0,15330.0,14993.73,14948.26,3614.71667694
2018-01-09 00:00:00,14950.0,15384.0,15260.0,15268.99,2711.13370417
2018-01-09 04:00:00,14805.0,15357.6,15147.35,15085.49,1733.1045573000001
2018-01-09 08:00:00,14231.0,15171.77,14808.98,14910.01,2811.83705474
2018-01-09 12:00:00,14230.0,14994.0,14699.01,14231.0,5083.0040344300005
2018-01-09 16:00:00,14560.01,15028.85,14742.91,14993.0,3041.6486303799998
2018-01-09 20:00:00,14023.14,14800.0,14481.0,14587.41,5399.86754536
2018-01-10 00:00:00,14100.0,14399.91,14163.0,14200.01,4224.8317806800005
2018-01-10 04:00:00,13550.01,14374.28,14164.2,14227.0,5045.20427773
2018-01-10 08:00:00,13550.01,14200.95,14130.01,13907.79,3044.8486352
2018-01-10 12:00:00,13610.81,14659.99,14406.98,13883.82,5325.33476728
2018-01-10 16:00:00,14255.04,14669.98,14349.01,14559.58,3474.70801335
2018-01-10 20:00:00,14300.0,14970.0,14875.17,14473.99,4957.963599
2018-01-11 00:00:00,12800.01,14689.0,13325.98,14500.01,13932.07650344
2018-01-11 04:00:00,13100.0,13888.0,13644.98,13193.72,5099.06270488
2018-01-11 08:00:00,13250.0,13890.0,13499.6,13565.66,2466.51494205
2018-01-11 12:00:00,13573.69,14193.5,13995.0,13715.01,3890.4245251800003
2018-01-11 16:00:00,13145.0,13907.77,13401.23,13700.0,4158.7474360100005
2018-01-11 20:00:00,12900.0,13496.97,13308.06,13470.71,5783.54223785
2018-01-12 00:00:00,13060.0,13800.0,13645.01,13434.26,4139.74792539
2018-01-12 04:00:00,13387.33,13800.0,13631.36,13618.0,2008.3657801099998
2018-01-12 08:00:00,13387.33,14080.83,13960.1,13506.91,2447.03797824
2018-01-12 12:00:00,13379.99,14055.66,13612.47,13869.98,2814.83848153
2018-01-12 16:00:00,13450.0,13949.9,13767.94,13595.0,3151.30931498
2018-01-12 20:00:00,13600.0,14299.99,13820.0,13730.02,3822.71463103
2018-01-13 00:00:00,13975.0,14308.0,14158.21,14188.01,2793.72874199
2018-01-13 04:00:00,14110.0,14400.0,14367.51,14210.65,1681.3087612600002
2018-01-13 08:00:00,14111.0,14334.91,14220.02,14180.0,747.7417214100001
2018-01-13 16:00:00,14001.0,14342.16,14076.63,14299.98,2089.38240825
2018-01-13 20:00:00,14080.0,14332.85,14187.94,14165.0,1900.3335209
2018-01-14 00:00:00,13599.0,14332.85,14203.91,14300.0,2645.23358532
2018-01-14 04:00:00,13500.0,13949.0,13770.01,13800.0,2332.97475854
2018-01-14 08:00:00,13380.0,13696.09,13553.45,13592.96,1794.92043223
2018-01-14 12:00:00,13110.0,13696.09,13286.01,13622.2,3269.82805185
2018-01-14 16:00:00,13305.01,13645.39,13406.77,13535.87,1948.4390286000003
2018-01-14 20:00:00,13423.0,13750.67,13656.23,13423.01,1686.2493661800002
2018-01-15 00:00:00,13416.0,13750.0,13531.44,13626.22,1701.9121641499999
2018-01-15 04:00:00,13510.01,13773.0,13642.57,13600.0,1185.6391581
2018-01-15 08:00:00,13551.0,14197.3,13770.65,13662.22,2301.40474615
2018-01-15 12:00:00,13861.02,14253.0,14048.0,14141.0,3260.70828162
2018-01-15 16:00:00,13721.0,14125.0,13900.0,13879.1,2107.3095359000004
2018-01-15 20:00:00,12800.0,13937.98,13590.0,13909.96,7735.82253
2018-01-16 00:00:00,12731.56,13397.45,12951.13,13108.02,8472.42613675
2018-01-16 04:00:00,11204.0,13240.0,12605.23,13149.9,9424.52329626
2018-01-16 08:00:00,11204.0,12579.14,12441.52,11543.36,9472.026154969999
2018-01-16 12:00:00,11375.0,12442.45,12373.91,11554.83,9704.7658451
2018-01-16 16:00:00,10226.41,12120.0,11550.0,11415.85,18841.5696417
2018-01-16 20:00:00,9928.62,12358.89,11570.01,10720.0,24638.492465070005
2018-01-17 00:00:00,10545.84,11669.0,11018.93,11334.0,8870.321693740001
2018-01-17 04:00:00,10500.01,11445.0,11229.95,11148.07,4646.58357608
2018-01-17 08:00:00,10015.0,10971.0,10206.0,10625.98,6682.62319936
2018-01-17 12:00:00,9005.0,10563.57,9489.09,10040.0,22743.326655099998
2018-01-17 16:00:00,9763.38,11446.58,10494.55,10120.68,16677.120348999997
2018-01-17 20:00:00,10688.83,11634.12,11204.64,11358.0,15312.605272910001
2018-01-18 00:00:00,10871.9,11800.0,11370.01,11537.0,8013.25773675
2018-01-18 04:00:00,10687.21,11397.69,10737.99,11045.99,4098.82733389
2018-01-18 08:00:00,10844.35,11948.97,11571.67,11242.06,3915.5552684100003
2018-01-18 12:00:00,11525.77,12123.1,12019.97,11680.0,8673.82310884
2018-01-18 16:00:00,11400.0,11995.0,11801.0,11553.32,6086.773190000001
2018-01-18 20:00:00,11112.03,11886.72,11305.53,11579.0,5215.83716859
2018-01-19 00:00:00,11050.0,11645.0,11183.8,11498.0,3963.3400778999994
2018-01-19 04:00:00,11250.0,11820.71,11419.86,11399.99,3082.21521136
2018-01-19 08:00:00,11611.0,11973.99,11760.01,11679.0,2468.26782241
2018-01-19 12:00:00,11207.5,11973.99,11550.0,11731.01,3397.7736441999996
2018-01-19 16:00:00,11065.34,11664.15,11258.73,11272.49,3931.1348035599995
