date,low,high,open,close,volume
2018-01-01 00:15:00,13640.77,13718.14,13718.13,13663.12,213.28930617
2018-01-01 00:30:00,13640.0,13730.0,13663.12,13645.0,167.52066756
2018-01-01 00:45:00,13536.13,13703.9,13645.0,13586.93,296.54847998
2018-01-01 01:00:00,13520.99,13649.37,13588.0,13560.01,117.19055517
2018-01-01 01:15:00,13559.58,13673.99,13560.01,13620.0,146.45520403
2018-01-01 01:30:00,13407.55,13623.0,13620.0,13459.31,278.11028215
2018-01-01 01:45:00,13332.11,13473.2,13459.31,13345.7,282.92735154
2018-01-01 02:00:00,13331.18,13488.99,13345.71,13485.01,183.8186691
2018-01-01 02:15:00,13370.0,13485.01,13485.01,13376.39,124.72295764
2018-01-01 02:30:00,13320.01,13425.0,13370.03,13395.0,112.22284595
2018-01-01 02:45:00,13380.0,13470.0,13395.0,13438.0,99.80505173
2018-01-01 03:00:00,13402.11,13485.23,13438.0,13485.23,120.72226238
2018-01-01 03:15:00,13485.23,13639.0,13485.23,13606.78,208.96666229
2018-01-01 03:30:00,13551.5,13703.9,13606.78,13584.98,171.5730522
2018-01-01 03:45:00,13400.57,13584.98,13584.97,13474.0,129.55351384
2018-01-01 04:00:00,13361.01,13523.0,13474.0,13422.85,102.53483495
2018-01-01 04:15:00,13420.03,13549.38,13422.84,13549.38,116.6972181
2018-01-01 04:30:00,13517.74,13642.33,13549.37,13594.71,153.06965143
2018-01-01 04:45:00,13594.71,13649.0,13594.72,13620.0,102.97133751
2018-01-01 05:00:00,13476.58,13620.0,13620.0,13489.91,188.30909388
2018-01-01 05:15:00,13481.07,13600.0,13489.91,13530.0,120.54094996
2018-01-01 05:30:00,13462.71,13585.51,13530.0,13526.92,85.17728575
2018-01-01 05:45:00,13481.99,13538.32,13526.92,13508.01,48.99465514
2018-01-01 06:00:00,13400.0,13508.01,13508.01,13492.74,133.01205901
2018-01-01 06:15:00,13460.85,13642.27,13492.74,13627.0,133.5141128
2018-01-01 06:30:00,13602.53,13700.0,13627.01,13696.14,87.88433159
2018-01-01 06:45:00,13696.09,13800.0,13696.09,13797.99,149.79352906
2018-01-01 07:00:00,13790.02,13889.0,13798.0,13790.02,146.44768095
2018-01-01 07:15:00,13710.0,13836.13,13790.03,13751.17,95.19906544
2018-01-01 07:30:00,13663.16,13785.0,13751.18,13663.25,74.10244902
2018-01-01 07:45:00,13580.01,13664.46,13663.25,13601.27,129.15695178
2018-01-01 08:00:00,13543.09,13700.0,13601.29,13659.63,68.90928041
2018-01-01 08:15:00,13590.0,13675.0,13653.14,13590.0,72.73119911
2018-01-01 08:30:00,13453.26,13618.99,13590.01,13453.26,187.06926175
2018-01-01 08:45:00,13432.0,13495.44,13453.27,13474.97,84.21029133
2018-01-01 09:00:00,13459.98,13536.52,13474.97,13535.53,42.26494965
2018-01-01 09:15:00,13535.54,13585.0,13535.54,13535.84,36.27854046
2018-01-01 09:30:00,13504.99,13575.1,13535.84,13575.09,23.58401051
2018-01-01 09:45:00,13537.82,13650.0,13575.09,13596.95,35.92968113
2018-01-01 10:00:00,13505.24,13600.01,13596.95,13524.64,27.74027459
2018-01-01 10:15:00,13490.0,13545.01,13524.63,13540.0,27.13686956
2018-01-01 10:30:00,13479.04,13575.0,13540.0,13565.98,27.65842874
2018-01-01 10:45:00,13536.01,13576.5,13565.98,13576.48,35.26607416
2018-01-01 11:00:00,13237.0,13576.48,13576.47,13286.34,220.20241469
2018-01-01 11:15:00,13224.06,13290.52,13286.49,13224.06,83.8990366
2018-01-01 11:30:00,13188.0,13316.18,13225.01,13250.01,92.9144277
2018-01-01 11:45:00,13236.45,13280.0,13250.01,13279.99,48.07424555
2018-01-01 12:00:00,13280.0,13339.99,13280.0,13303.14,72.40932953
2018-01-01 12:15:00,13216.0,13303.15,13303.15,13257.0,64.11104053
2018-01-01 12:30:00,13200.0,13300.0,13257.01,13295.25,85.37752343
2018-01-01 12:45:00,13190.0,13300.0,13295.25,13234.45,37.23307921
2018-01-01 13:00:00,13054.43,13262.39,13234.45,13165.0,246.89729079
2018-01-01 13:15:00,13132.71,13230.83,13164.99,13161.11,70.10697848
2018-01-01 13:30:00,13125.0,13228.48,13161.11,13228.44,49.53423663
2018-01-01 13:45:00,13056.0,13228.45,13228.44,13115.95,170.85300911
2018-01-01 14:00:00,12955.0,13190.8,13115.95,13019.98,331.57820479
2018-01-01 14:15:00,12952.58,13065.26,13019.97,13062.54,156.95518701
2018-01-01 14:30:00,12952.5,13120.0,13062.54,13120.0,176.50078888
2018-01-01 14:45:00,13051.16,13277.73,13115.13,13271.98,139.63886776
2018-01-01 15:00:00,13178.85,13289.91,13271.99,13240.09,117.64739946
2018-01-01 15:15:00,13187.0,13399.0,13240.09,13367.55,178.00206132
2018-01-01 15:30:00,13206.0,13367.53,13367.53,13276.06,142.6696712
2018-01-01 15:45:00,13245.74,13350.0,13276.06,13255.29,93.37306329
2018-01-01 16:00:00,13199.0,13272.38,13250.37,13245.0,93.68192063
2018-01-01 16:15:00,13088.23,13260.39,13244.99,13116.47,176.54614999
2018-01-01 16:30:00,13035.0,13140.54,13116.46,13138.61,135.36892299
2018-01-01 16:45:00,13068.01,13167.52,13138.62,13093.1,121.69039062
2018-01-01 17:00:00,13093.09,13171.68,13093.1,13150.01,68.32286087
2018-01-01 17:15:00,13125.01,13248.5,13150.0,13248.5,146.48938872
2018-01-01 17:30:00,13175.0,13248.6,13234.53,13175.01,99.9540046
2018-01-01 17:45:00,13138.11,13227.09,13175.01,13138.11,65.50308395
2018-01-01 18:00:00,13114.47,13189.99,13138.12,13174.03,121.2548395
2018-01-01 18:15:00,13174.03,13321.23,13174.03,13299.98,182.6391426
2018-01-01 18:30:00,13192.97,13299.99,13299.99,13239.48,105.49027894
2018-01-01 18:45:00,13150.01,13250.0,13241.15,13189.98,143.50779439
2018-01-01 19:00:00,13165.0,13247.52,13189.98,13205.56,75.06166073
2018-01-01 19:15:00,13156.91,13257.28,13205.56,13257.28,111.56687908
2018-01-01 19:30:00,13217.75,13300.0,13257.28,13299.99,88.08995317
2018-01-01 19:45:00,13265.38,13350.0,13299.99,13345.47,178.9830864
2018-01-01 20:00:00,13345.46,13500.0,13345.47,13499.99,215.86378851
2018-01-01 20:15:00,13405.36,13544.24,13500.0,13446.01,188.02419091
2018-01-01 20:30:00,13446.01,13505.0,13446.01,13480.1,81.81261587
2018-01-01 20:45:00,13424.99,13489.99,13480.1,13469.01,90.19413633
2018-01-01 21:00:00,13432.0,13725.73,13469.01,13650.0,406.33002733
